уникальный номер,направление 1,направление 2,направление 3,адрес площадки,округ площадки,район площадки,расписание в активных периодах,расписание в плановом периоде,exp_date,exp_date2,geo
801368767,Образование,Здорово жить,Здоровое похудение,"город Москва, улица Лескова, дом 14",Северо-Восточный административный округ,муниципальный округ Бибирево,"c 10.01.2023 по 31.12.2023, Вт. 12:00-14:00, без перерыва",,2023-12-31,,55.897327 37.604484
801372367,Образование,Информационные технологии,Осваиваем мобильные устройства,"г. Москва, Инженерная улица, дом 1",Северо-Восточный административный округ,муниципальный округ Алтуфьевский,"c 18.04.2023 по 31.12.2023, Вт. 10:00-12:00, без перерыва",,2023-12-31,,55.878768 37.58226
801369141,Пение,Пение,Хоровое пение,"город Москва, Клинская улица, дом 12, строение 2",Северный административный округ,муниципальный округ Ховрино,"c 26.01.2023 по 31.12.2023, Чт. 10:00-12:00, без перерыва",,2023-12-31,,55.869364 37.494854
801362946,Образование,"История, искусство, краеведение",Основы духовной культуры,"город Москва, Клинская улица, дом 12, строение 2",Северный административный округ,муниципальный округ Ховрино,"c 11.01.2023 по 31.12.2023, Ср. 10:00-12:00, без перерыва",,2023-12-31,,55.869364 37.494854
801365674,Образование,"История, искусство, краеведение",Основы духовной культуры,"город Москва, Клинская улица, дом 12, строение 2",Северный административный округ,муниципальный округ Ховрино,"c 27.01.2023 по 31.12.2023, Пт. 11:00-13:00, без перерыва",,2023-12-31,,55.869364 37.494854
801373704,Центры московского долголетия,Свободное посещение,Свободное посещение,"г. Москва, Бабаевская улица, дом 6",Восточный административный округ,муниципальный округ Сокольники,"c 25.01.2023 по 31.12.2023, Пн., Вт., Ср., Чт., Пт., Сб., Вс. 06:00-22:00, без перерыва",,2023-12-31,,55.790367 37.68844
801371376,Физическая активность,Спортивные игры,Тир. Стрельба из пневматического/лазерного оружия,"город Москва, Садовая-Спасская улица, дом 1/2, корпус А",Центральный административный округ,муниципальный округ Красносельский,"c 09.01.2023 по 31.12.2023, Пн., Ср. 13:00-14:00, без перерыва",,2023-12-31,,55.771864 37.642267
801370533,Физическая активность,"Фитнес, тренажеры",Фитнес,"город Москва, Бродников переулок, дом 10, корпус 1, г. Москва, Бродников переулок, дом 10, строение 1",Центральный административный округ,муниципальный округ Якиманка,"c 02.04.2023 по 31.12.2023, Пн., Ср. 18:00-19:00, без перерыва",,2023-12-31,,55.736959 37.61556
801370811,Образование,Здорово жить,Здорово жить,"город Москва, Салтыковская улица, дом 11Б",Восточный административный округ,муниципальный округ Новокосино,"c 01.02.2023 по 31.12.2023, Ср. 12:00-14:00, без перерыва",,2023-12-31,,55.734765 37.862417
801372172,Физическая активность,"Фитнес, тренажеры",Тренажеры,"город Москва, Ткацкая улица, дом 24",Восточный административный округ,муниципальный округ Соколиная Гора,"c 01.02.2023 по 31.12.2023, Ср., Пт. 10:00-11:00, без перерыва",,2023-12-31,,55.785949 37.731452
801372173,Физическая активность,Гимнастика,Оздоровительная гимнастика,"город Москва, Ткацкая улица, дом 27, строение 3",Восточный административный округ,муниципальный округ Соколиная Гора,"c 01.02.2023 по 31.12.2023, Вс. 13:00-14:00, без перерыва",,2023-12-31,,55.787179 37.731703
801369135,Спецпроект / Интеллектуальный клуб,ОНЛАЙН Интеллектуальный клуб. Иностранные языки,ОНЛАЙН Английский язык для общения и путешествий. Базовый курс,"город Москва, 2-й Тульский переулок, дом 4",Южный административный округ,Без района,"c 19.01.2023 по 27.05.2023, Чт. 09:15-10:15, без перерыва, Пт. 10:30-11:30, без перерыва",,2023-05-27,,
801368431,Спецпроект / Интеллектуальный клуб,ОНЛАЙН Интеллектуальный клуб. Иностранные языки,ОНЛАЙН Английский язык для общения и путешествий. Базовый курс,"г. Москва, 2-й Сельскохозяйственный проезд, д. 4, к.1",Без района,Без района,"c 17.01.2023 по 27.05.2023, Вт., Пт. 13:00-14:00, без перерыва",,2023-05-27,,
801369144,Спецпроект / Интеллектуальный клуб,ОНЛАЙН Интеллектуальный клуб. Иностранные языки,ОНЛАЙН Английский язык для общения и путешествий. Базовый курс,"г. Москва, 2-й Сельскохозяйственный проезд, д. 4, к.1",Без района,Без района,"c 17.01.2023 по 27.05.2023, Вт. 11:45-12:45, без перерыва, Чт. 10:30-11:30, без перерыва",,2023-05-27,,
801367358,Образование,Здорово жить,Здорово жить,"город Москва, Миллионная улица, дом 6",Восточный административный округ,муниципальный округ Богородское,"c 01.02.2023 по 31.12.2023, Пн. 10:15-11:15, без перерыва",,2023-12-31,,55.81517 37.697091
